Timestep,L_ASIS,L_Ankle_Lat,L_Heel,L_Knee_Lat,L_PSIS,L_Shank_Front,L_Shank_Rear,L_Shank_Upper,L_Thigh_Front,L_Thigh_Rear,L_Thigh_Upper,L_Toe_Lat,L_Toe_Med,L_Toe_Tip,R_ASIS,R_Ankle_Lat,R_Heel,R_Knee_Lat,R_PSIS,R_Shank_Front,R_Shank_Rear,R_Shank_Upper,R_Thigh_Front,R_Thigh_Rear,R_Thigh_Upper,R_Toe_Lat,R_Toe_Med,R_Toe_Tip
685,0.00727507,0.00501165,0.00454335,0.00605517,0.00541237,0.0076617,0.00714246,0.0105377,0.0048652,0.00591517,0.00576357,0.00621061,0.00517051,0.00546791,0.00254387,0.00329169,0.00321872,0.00176409,0.00349339,0.00191944,0.00301872,0.0023716,0.0024864,0.00277426,0.00358285,0.00507598,0.00713456,0.00163868
686,0.00744334,0.00501383,0.00437611,0.00608166,0.0056039,0.00778181,0.00720049,0.0105283,0.0049771,0.00605106,0.00585808,0.00625149,0.00520947,0.00565269,0.00249373,0.00338532,0.00282931,0.00171381,0.00454619,0.00217859,0.00290776,0.00230355,0.00264649,0.00279979,0.00363957,0.00450786,0.00533772,0.00148917
687,0.00742287,0.00476205,0.00422099,0.00617872,0.00588007,0.00777441,0.00735508,0.0105484,0.00517015,0.00618066,0.00601295,0.00581318,0.00507876,0.00558527,0.00261974,0.00348636,0.00229821,0.00160007,0.00603394,0.0023361,0.0027542,0.00222911,0.00290425,0.00282649,0.00375529,0.00376133,0.0030297,0.00143208
688,0.00731424,0.00467895,0.00423098,0.00625794,0.00616296,0.00799629,0.00745331,0.0106106,0.00539194,0.00631577,0.0061538,0.00578476,0.00513628,0.00571878,0.00297136,0.00331777,0.00238081,0.00151314,0.00770317,0.00241602,0.00284099,0.00228749,0.00322555,0.00290382,0.0039386,0.00410663,0.00502197,0.00103752
689,0.00746594,0.00465601,0.00437975,0.00642891,0.00650785,0.00848503,0.00757169,0.0108895,0.00560419,0.00647063,0.00628084,0.00578769,0.00524016,0.00574303,0.00333437,0.00322531,0.00246441,0.00152155,0.00957278,0.00236161,0.00290694,0.00226619,0.00353431,0.00296786,0.00407733,0.00446393,0.00657993,0.00126229
690,0.00733501,0.0045858,0.00456643,0.0066904,0.00693315,0.00819772,0.00754116,0.0110755,0.0059551,0.00662209,0.0064996,0.00561863,0.00528529,0.00570158,0.00380857,0.00320583,0.00235259,0.00159317,0.0114746,0.00223088,0.00289071,0.00223363,0.00390292,0.00301543,0.00419312,0.00427975,0.00678636,0.00116914
691,0.00742371,0.00452191,0.00473703,0.00673675,0.00713977,0.00785257,0.00746172,0.0109958,0.00620495,0.00659354,0.00677718,0.00551472,0.00524351,0.00566801,0.00426655,0.00323067,0.00220101,0.00162026,0.0134138,0.00226245,0.00288052,0.00227513,0.00417147,0.00310709,0.00434272,0.00390794,0.00632347,0.000955827
692,0.00765455,0.00449145,0.00509276,0.00670693,0.00736391,0.00787726,0.00747633,0.0108902,0.00643471,0.00658972,0.00705443,0.00541814,0.00530415,0.0056919,0.00472461,0.00329019,0.0021638,0.00161638,0.0153812,0.0022995,0.00288824,0.00232311,0.00443879,0.00326143,0.00458118,0.0034691,0.00600451,0.00113312
693,0.0078502,0.00445325,0.00519223,0.00668667,0.00770987,0.00837046,0.00767778,0.0109945,0.00666473,0.00682381,0.007169,0.00519093,0.00531759,0.00555435,0.00520751,0.00333769,0.00217507,0.00163248,0.0173672,0.00236343,0.00292765,0.00239273,0.00478286,0.00341428,0.00480723,0.00326398,0.00605173,0.00139987
694,0.00791698,0.00424102,0.00518749,0.00678748,0.00798979,0.00860846,0.00797317,0.01125,0.00699785,0.00745589,0.00712806,0.0048896,0.00522204,0.00555863,0.00571703,0.00335267,0.0022809,0.00168778,0.0193538,0.00244448,0.00299667,0.00248782,0.005148,0.00354089,0.00499278,0.00347593,0.00709069,0.00192175
695,0.0081622,0.00413823,0.00515832,0.00694948,0.00816765,0.0081001,0.00797028,0.0113633,0.00735834,0.00785769,0.00730247,0.00488608,0.00506399,0.00567331,0.00620199,0.00335806,0.00251782,0.00176139,0.0213639,0.00257433,0.003104,0.00255795,0.00549783,0.0036748,0.00518322,0.00403375,0.00891611,0.00265405
696,0.00839485,0.00424152,0.00502072,0.00699319,0.00839754,0.00809917,0.00782366,0.0116406,0.0076412,0.00806699,0.00762775,0.00487014,0.00513105,0.00583905,0.00664192,0.00401555,0.00123022,0.00143109,0.0235378,0.00223473,0.00291713,0.00247208,0.00570014,0.00368898,0.00533903,0.00136624,0,0.00320164
697,0.00825136,0.0044357,0.0050395,0.00705792,0.0086865,0.00821059,0.00792888,0.0118211,0.00811608,0.00840232,0.00802833,0.00470271,0.00512068,0.00603117,0.0072401,0.0039507,0.0010895,0.00146358,0.0256417,0.00230807,0.0030259,0.00254705,0.00598903,0.0037942,0.00557949,0.00162003,0,0.0031587
698,0.00788167,0.00434133,0.00522695,0.00717127,0.0088854,0.00828247,0.00857855,0.0117573,0.00876104,0.00899421,0.00846993,0.00449623,0.00518366,0.00611606,0.0079337,0.00347549,0.00267283,0.00184903,0.0277866,0.00286525,0.00337046,0.00274619,0.0063657,0.00409997,0.0059396,0.00447592,0.0103935,0.00352644
699,0.0081696,0.00412549,0.0051553,0.007124,0.00913849,0.00835092,0.00959356,0.0115819,0.00911522,0.00936451,0.00879417,0.00419345,0.00514415,0.00608575,0.00845315,0.0039197,0.000999214,0.00156543,0.0300012,0.00246856,0.00323747,0.00281474,0.00655992,0.00406513,0.00600859,0.00200511,0,0.00313765
700,0.00911756,0.00409844,0.00510916,0.00715665,0.00920782,0.00844447,0.0087817,0.0116265,0.00920017,0.00936982,0.00879538,0.00413324,0.00511968,0.00592989,0.00855421,0.00394664,0.00102813,0.00160216,0.0317311,0.00252537,0.00328823,0.00289273,0.00681399,0.00415897,0.0062177,0.00209653,0,0.00308506
701,0.00954484,0.00412682,0.00510882,0.0073304,0.00913737,0.00844869,0.00819831,0.0118649,0.00932902,0.00930471,0.00878553,0.00418679,0.00516261,0.00586983,0.00846574,0.0036027,0.00241943,0.00193933,0.0322899,0.00295504,0.00342219,0.00300406,0.00694476,0.00426154,0.00647818,0.00359095,0.00833708,0.00290167
702,0.00942888,0.00418394,0.00511093,0.00748345,0.00910686,0.00823598,0.00804531,0.0119692,0.00940544,0.00923499,0.00880709,0.00417679,0.00518012,0.00578915,0.00841455,0.00356836,0.00234967,0.00190533,0.0323119,0.00293681,0.00338494,0.00302085,0.00698127,0.00424056,0.00640161,0.0035033,0.00806647,0.002935
703,0.00925428,0.00420572,0.00505792,0.00757189,0.00913945,0.00805563,0.00800414,0.0118773,0.00939013,0.00908355,0.00881018,0.00424384,0.00519447,0.00576377,0.00839802,0.00370194,0.00102843,0.00159201,0.0322971,0.00303772,0.00319936,0.00294237,0.00695502,0.00406853,0.00634719,0.00222159,0,0.00279057
704,0.00915873,0.00429312,0.00503681,0.00762015,0.00916609,0.00799542,0.00801087,0.01171,0.00945178,0.00901682,0.00882552,0.00425393,0.00516087,0.00578362,0.00839456,0.00362306,0.00108081,0.00158709,0.0322948,0.0032838,0.00318616,0.00288107,0.00704234,0.00408571,0.00623525,0.00226848,0,0.00278881
705,0.00929524,0.00412224,0.00503662,0.00755142,0.00918986,0.00788059,0.00853169,0.0115033,0.00950119,0.00894551,0.00883421,0.00427897,0.0051548,0.00574849,0.00834324,0.00361264,0.00116863,0.00159112,0.0323154,0.00328059,0.00321774,0.00281862,0.00715416,0.00412477,0.00618049,0.00233912,0,0.00275686
706,0.00941479,0.00425307,0.00494684,0.0074723,0.00924631,0.0076868,0.0100864,0.0111973,0.00969376,0.00909822,0.00898176,0.00434615,0.00510251,0.00577384,0.00840675,0.00348306,0.00214091,0.00196878,0.0322837,0.00264517,0.00328624,0.00289111,0.0073072,0.00412489,0.00612558,0.00232777,0.00401269,0.00130347
707,0.00921065,0.00424165,0.00479615,0.00758786,0.00921081,0.00763931,0.01069,0.0110299,0.00981125,0.00913983,0.00915567,0.00436558,0.00510885,0.00594634,0.00838881,0.0036284,0.00220682,0.00193342,0.0323321,0.00248846,0.00325349,0.00321856,0.00738389,0.00416535,0.00611646,0.00169726,0.0023025,0.000814907
708,0.00911589,0.00429721,0.0048664,0.00775844,0.00911055,0.00752217,0.0105142,0.0110161,0.00982042,0.0091234,0.00926994,0.00439812,0.00519135,0.00598722,0.00840518,0.00352028,0.00219448,0.0017474,0.0324341,0.00262054,0.00318969,0.00309061,0.00736465,0.00415599,0.00611681,0.00151428,0.00159712,0.000759611
709,0.00919598,0.00426082,0.00488812,0.00800315,0.00907545,0.00755758,0.0102814,0.0110143,0.0097855,0.00909831,0.0093422,0.00436861,0.00520393,0.00591427,0.00838084,0.00345559,0.00222972,0.00161216,0.0325243,0.00338781,0.00320778,0.00308909,0.00736682,0.0041848,0.00617723,0.00154343,0.00151144,0.000787981
710,0.00917818,0.00434758,0.00479519,0.00831008,0.00905928,0.00757819,0.0103628,0.0109912,0.00987283,0.00907745,0.00942746,0.00436945,0.00516367,0.00588237,0.00838143,0.00349079,0.00229148,0.00147903,0.0326239,0.00339979,0.00327095,0.00317449,0.00737404,0.00422508,0.00625744,0.00151857,0.00161083,0.000732756
711,0.00912276,0.00409574,0.00427834,0.00883022,0.00906869,0,0.0101975,0.0108377,0.0101179,0.00915942,0.00949744,0.00438787,0.0051278,0.00586338,0.00841374,0.00355308,0.00235382,0.00136309,0.0326651,0.00333033,0.00334887,0.00300996,0.00736542,0.00426975,0.00633794,0.0014544,0.00159458,0.00066855
712,0.00893553,0.00418692,0.00432715,0.00914142,0.00903971,0,0.0101804,0.0107247,0.0102664,0.00909901,0.00953128,0.00431225,0.00508598,0.00589639,0.0084602,0.00357242,0.00231414,0.0012312,0.0326864,0.00323102,0.00341785,0.00297183,0.00742104,0.0043842,0.00643684,0.00137587,0.00128445,0.000611263
713,0.00864751,0.00426242,0.00439849,0.0093963,0.00895731,0,0.0100305,0.0106559,0.0104013,0.00904632,0.00959313,0.00423148,0.00516044,0.0059185,0.00852296,0.00361844,0.00218344,0.00112897,0.0327443,0.00316074,0.00343688,0.00311004,0.00746417,0.00446469,0.00654216,0.00131899,0.00108366,0.000661492
714,0.00890166,0.00467959,0.00493597,0.00927615,0.00885194,0.00739916,0.00994543,0.0107575,0.0102353,0.00874228,0.00943266,0.00410364,0.00518282,0.00579541,0.00845002,0.00364492,0.00217193,0.00109535,0.0327464,0.00327395,0.00343679,0.0033312,0.0075151,0.00455315,0.00660809,0.00125004,0.00132623,0.000902384
715,0.00886105,0.00481292,0.00497945,0.00935826,0.00888233,0.00760189,0.0100217,0.0108676,0.0102625,0.008671,0.00934855,0.00399341,0.00522588,0.00570606,0.00850496,0.00366793,0.00226587,0.00116127,0.0328748,0.00359735,0.00343103,0.00323375,0.00758902,0.00452099,0.00654059,0.00130062,0.00146344,0.00113373
716,0.0085531,0.00488288,0.00500695,0.00924269,0.00881158,0.00771746,0.00995382,0.0107885,0.0103578,0.00871528,0.00930929,0.00390602,0.00512884,0.00570362,0.00859565,0.00368232,0.00224103,0.00135589,0.0330419,0.00329485,0.00342391,0.00303298,0.0076492,0.00445049,0.00645228,0.00147075,0.00156668,0.000989586
717,0.00877039,0.00493747,0.00501362,0.00910207,0.0087489,0.00805394,0.00999917,0.0106802,0.0103208,0.00861034,0.00919953,0.00382548,0.00500129,0.00564314,0.00853656,0.00368067,0.00228097,0.00140445,0.0330683,0.00330465,0.0034445,0.00314755,0.00767897,0.00446757,0.0064238,0.00148155,0.00183231,0.00123869
718,0.00887216,0.00487186,0.00506495,0.00898479,0.00863214,0.00770757,0.00982045,0.0103706,0.0103378,0.00859312,0.00920154,0.00384706,0.00512385,0.00557982,0.00847675,0.00365779,0.00223435,0.00141036,0.0330789,0.00351567,0.00343269,0.00315699,0.0076932,0.00448125,0.00641001,0.00149944,0.00187957,0.00116576
719,0.00876654,0.00478978,0.00506942,0.0086709,0.00856661,0.00773746,0.00951988,0.010216,0.0103934,0.00855326,0.00925929,0.00374424,0.00508721,0.00549926,0.00849333,0.00355484,0.00206465,0.0018755,0.0330803,0.00360301,0.00336972,0.00296374,0.00775065,0.00447811,0.00639816,0.00164675,0.0017363,0.00077755
720,0.00875167,0.00473772,0.00507235,0.00832365,0.00856222,0.0078766,0.00920337,0.0101388,0.0104055,0.00849533,0.00917087,0.00354702,0.00495392,0.00537999,0.00849669,0.00361259,0.00203336,0.00185373,0.0330186,0.00351405,0.00337344,0.00278134,0.00778148,0.0045128,0.0064203,0.00169805,0.00163674,0.000632873
721,0.0087641,0.004693,0.00492083,0.00752154,0.00855855,0.00806527,0.00922187,0.0100088,0.0103082,0.00847446,0.00897172,0.00334846,0.00480885,0.00533915,0.00850315,0.00364613,0.00214555,0.00150321,0.0330091,0.00348612,0.00344384,0.00314499,0.00777474,0.00454335,0.00642377,0.00172999,0.00157654,0.000599171
722,0.00867412,0.00448208,0.00462736,0.00600844,0.00853042,0.00838388,0.00919036,0.00985285,0.0100618,0.00838595,0.00863617,0.00311762,0.00485431,0.0053617,0.00854561,0.00353702,0.00218111,0.00178781,0.0331089,0.00338222,0.00346063,0.00381709,0.00773631,0.00449711,0.00649343,0.0019193,0.00172628,0.000621902
723,0.00859859,0.00437111,0.00456333,0.0054486,0.00847012,0.00870422,0.00879769,0.00978107,0.00994529,0.00829925,0.00841864,0.00303987,0.00476586,0.00528758,0.00854347,0.00340631,0.00217368,0.00193451,0.0332055,0.00330597,0.00347896,0.00402291,0.00771413,0.00441961,0.00676418,0.00211943,0.00183973,0.000665683
724,0.00856222,0.00424008,0.00473588,0.00571845,0.00849104,0.00888998,0.0089465,0.00947194,0.0100621,0.00821314,0.00836866,0.00304635,0.00482627,0.00519104,0.00851313,0.00341884,0.00219191,0.00163268,0.0332479,0.00345548,0.00351817,0.00400172,0.00774703,0.00438508,0.0069023,0.00196042,0.00176833,0.000681142
725,0.00859774,0.00409023,0.00498304,0.00655462,0.00852951,0.00880618,0.00910086,0.00903151,0.0101499,0.00808272,0.00823779,0.00306021,0.00483655,0.00496817,0.00845432,0.00339013,0.00224933,0.00138657,0.03327,0.00395616,0.00354811,0.00385978,0.00782278,0.00441803,0.00684873,0.00185215,0.0016443,0.000690443
726,0.00867186,0.00408423,0.00490976,0.00667314,0.00850225,0.0084229,0.00879805,0.00888644,0.0100349,0.00801696,0.00806711,0.00288257,0.00469429,0.00477033,0.00847602,0.00335249,0.0022121,0.00218178,0.0331828,0.00391356,0.00351155,0.00346957,0.00796389,0.00449402,0.00669651,0.00181081,0.00158401,0.00075527
727,0.00863193,0.00380535,0.00469561,0.00592823,0.00845813,0.00813675,0.00817982,0.00904913,0.00984272,0.00805943,0.00782038,0.00265342,0.0045269,0.00459652,0.00855303,0.00342623,0.00221639,0.00247864,0.0331186,0.0034845,0.00350578,0.00341282,0.0079978,0.00454993,0.00665697,0.00198744,0.0016584,0.000831084
728,0.00838671,0.00374387,0.00432174,0.00511633,0.00844971,0.00790408,0.00787946,0.0086672,0.00967815,0.00808964,0.00753728,0.00238848,0.00442576,0.00459131,0.00867497,0.00347651,0.00220339,0.00247067,0.0331417,0.00334594,0.00345999,0.0034228,0.0078577,0.00449562,0.0065685,0.00225829,0.00196163,0.00090412
729,0.00807987,0.00381767,0.00412601,0.00516103,0.00844844,0.0074663,0.00778073,0.00826066,0.00965019,0.00805959,0.00739725,0.00232815,0.00432063,0.00458936,0.00886319,0.00350615,0.00224177,0.00208844,0.0331239,0.00358178,0.00348677,0.00337514,0.00785765,0.0044827,0.00655534,0.00224874,0.00196735,0.000990294
730,0.00797545,0.00383827,0.0041514,0.00603862,0.00831202,0.00684859,0.00747038,0.00789573,0.00944089,0.00768334,0.00708207,0.00242349,0.00437789,0.00453552,0.00920904,0.00364298,0.00244667,0.00152774,0.0329862,0.00393907,0.0036983,0.00346074,0.00833722,0.00477784,0.00687234,0.00185578,0.00164879,0.00121765
731,0.00771568,0.00390682,0.0044473,0.00705933,0.00855007,0.00615242,0.0069679,0.00736368,0.00910994,0.00716977,0.00678349,0.00256751,0.00416552,0.00441085,0.00987288,0.00378714,0.00255773,0.00154358,0.0328291,0.00412327,0.00381976,0.0034947,0.00872577,0.00508238,0.0071731,0.00186893,0.00361371,0.00193545
732,0.00705729,0.00388138,0.00471918,0.00791028,0.00917293,0.00560376,0.00667269,0.00717177,0.00893184,0.00673992,0.00693046,0.00253573,0.00421541,0.00435453,0.0107683,0.00380162,0.00243745,0.00219365,0.0325042,0.00398812,0.00370324,0.0033735,0.00899527,0.00518212,0.00729262,0.00204369,0.0044594,0.00221339
733,0.0064178,0.00390124,0.00487626,0.00835717,0.00908052,0.00563085,0.00635041,0.00720913,0.00930743,0.00689014,0.0079144,0.0022326,0.00416964,0.00426764,0.0114832,0.00373598,0.0023516,0.00256781,0.0322516,0.00384687,0.00346735,0.00310387,0.00892072,0.00492896,0.00709175,0.00193892,0.00440489,0.00216975
734,0.00696283,0.00385711,0.00463034,0.00858162,0.00764925,0.00558493,0.0064719,0.00750136,0.0100497,0.00743549,0.00888728,0.00180395,0.0040892,0.00427945,0.011226,0.00369584,0.00240124,0.00270604,0.0326977,0.00360082,0.0033429,0.00281258,0.00865531,0.00454359,0.00672335,0.00190164,0.00453708,0.002183
735,0.00717399,0.00393573,0.00449347,0.00866866,0.00659675,0.00545632,0.00660056,0.0077872,0.0104898,0.00793056,0.00949617,0.00164711,0.00423007,0.00429831,0.0105237,0.00374707,0.00255054,0.00274085,0.0335561,0.00353175,0.00337065,0.00278797,0.00843607,0.00429178,0.00638683,0.00192073,0.00457642,0.00218401
736,0.00597672,0.00395679,0.00446468,0.00863579,0.00757457,0.00543289,0.00675302,0.00766154,0.0104847,0.0079493,0.00947395,0.00163916,0.0043791,0.00427648,0.0095788,0.00381826,0.00271821,0.0023578,0.0340138,0.00372814,0.00344441,0.00313718,0.0083495,0.00416232,0.00620545,0.00158844,0.00340595,0.00176347
737,0.0054113,0.00385311,0.00435447,0.00837968,0.00848956,0.00535563,0.00696138,0.00750044,0.0103168,0.00783787,0.00935421,0.00153791,0.00424218,0.00421105,0.00932491,0.00365429,0.00268285,0.00187368,0.033854,0.00395916,0.00340782,0.00369576,0.00833473,0.00406116,0.00616061,0.00139636,0.000972619,0.00113386
738,0.00561243,0.00377161,0.00438552,0.0081592,0.00853997,0.00525429,0.00686061,0.00737323,0.00996104,0.00760866,0.00917994,0.00151391,0.00416143,0.00416217,0.00990885,0.00345883,0.00266962,0.0022079,0.0332352,0.00386846,0.00333874,0.00374339,0.00847176,0.00408584,0.00625204,0.00188324,0.00251884,0.00171589
739,0.00617939,0.00372002,0.00441757,0.00792498,0.00791707,0.00521535,0.00639384,0.00747333,0.00944268,0.00726206,0.00888849,0.00144973,0.00399247,0.00411852,0.0111627,0.0034654,0.00268974,0.00246782,0.0327509,0.00382328,0.003448,0.00374468,0.00888594,0.00440835,0.00664047,0.00163163,0.00219438,0.00179564
740,0.00614349,0.00374857,0.00435055,0.00734649,0.00696788,0.0051833,0.00623949,0.0075719,0.0095393,0.00734034,0.00888939,0.00145405,0.00406625,0.00402281,0.0108636,0.0036829,0.00281277,0.00266591,0.0334961,0.00390575,0.00358726,0.00360706,0.00883576,0.00435855,0.00653199,0.000974198,0.00115939,0.0015137
741,0.00503728,0.00371714,0.00431166,0.00626422,0.00958307,0.00518827,0.00615635,0.00734046,0.00953222,0.00719844,0.00847069,0.00167636,0.00409663,0.00388139,0.00967056,0.00304544,0.00169351,0.00301939,0.033385,0.00393593,0.00376171,0.00376375,0.00821527,0.00397549,0.00621019,0.00245968,0,0.00284991
742,0.00385006,0.00360802,0.00466071,0.00532284,0.0149924,0.0053199,0.00588665,0.00682877,0.00875418,0.00646511,0.00736965,0.00200495,0.00404823,0.00376696,0.00964903,0.00363103,0.00264986,0.00282813,0.0314328,0.00364992,0.00361611,0.00332976,0.00801078,0.00390174,0.00626989,0.00129109,0.00385096,0.00195696
743,0.00353197,0.00347386,0.00473544,0.00522448,0.0147961,0.00555597,0.00569889,0.00671647,0.00836562,0.00604535,0.00705452,0.00198042,0.00403574,0.00369611,0.0103563,0.00375568,0.00270272,0.00278165,0.0314868,0.00404389,0.0037813,0.00346176,0.00844524,0.00437356,0.00668202,0.00138297,0.00390488,0.00196965
744,0.00423171,0.00336409,0.00414286,0.00469237,0.00798398,0.00582301,0.0057784,0.00706443,0.00912235,0.00648747,0.00795522,0.00137426,0.00398655,0.00365898,0.0106712,0.00411473,0.00297119,0.00309931,0.034501,0.00434485,0.00399002,0.0036933,0.0094162,0.00489203,0.00721991,0.00160222,0.00383317,0.00209225
745,0.00487424,0.00338213,0.00374911,0.0044019,0.00500821,0.00594109,0.00583008,0.00717778,0.00950689,0.00672344,0.0084788,0.00108433,0.00366259,0.00367279,0.0108129,0.00350314,0.00205443,0.00336557,0.0357989,0.00455258,0.00413124,0.00394571,0.00981387,0.00502818,0.00746855,0.00270615,0,0.00312189
746,0.00490176,0.0033566,0.00372564,0.00442813,0.00521673,0.00595498,0.00571598,0.00696602,0.00953703,0.00674853,0.00863448,0.00101903,0.00364883,0.00373645,0.0108007,0.00368951,0.0019661,0.00315406,0.0356063,0.00452605,0.00405686,0.00396594,0.00981718,0.00503933,0.00752852,0.00272139,0,0.0030662
747,0.00502201,0.00333821,0.00388296,0.00448375,0.0052517,0.00608679,0.00563821,0.00675771,0.00951553,0.00675628,0.0086066,0.00109663,0.00381888,0.003694,0.0108335,0.00384983,0.00192466,0.00306424,0.0356677,0.004537,0.0040239,0.00426723,0.0097478,0.00496844,0.00745064,0.00285686,0,0.00302553
748,0.00512586,0.00333829,0.00387123,0.00473559,0.00516557,0.006256,0.00564983,0.00673996,0.00950776,0.00661243,0.0085763,0.00106045,0.00375462,0.0036274,0.0108691,0.0038821,0.00192111,0.00312555,0.0357366,0.00446477,0.00404467,0.00431946,0.00972737,0.00496163,0.00738044,0.00290163,0,0.00302673
749,0.00508115,0.00336517,0.00387371,0.00518656,0.00514984,0.0063706,0.00566169,0.00680754,0.00958249,0.00659084,0.00856961,0.00114722,0.00389633,0.00358582,0.010892,0.00383376,0.00201233,0.00325531,0.0357486,0.00446381,0.00412434,0.00411744,0.0097253,0.00502671,0.00733517,0.00281711,0,0.00308669
750,0.00487242,0.00342521,0.00386679,0.00552855,0.0050617,0.00650126,0.00570363,0.00689121,0.00969254,0.00681263,0.00852353,0.00122131,0.0039658,0.00356704,0.0108946,0.00380846,0.00217389,0.00339591,0.0359449,0.00440358,0.00426603,0.00421567,0.00973866,0.00513796,0.00734342,0.00280591,0,0.00316601
751,0.00469029,0.00343133,0.00396098,0.00550049,0.00497763,0.00669079,0.0055695,0.00676947,0.00975212,0.00704938,0.00837882,0.0013581,0.00410747,0.00357085,0.0108212,0.00398745,0.00230375,0.00341189,0.0361768,0.00424642,0.00437922,0.00434328,0.00976478,0.00520865,0.00740264,0.00287324,0,0.00319343
752,0.00530271,0.00342058,0.00421957,0.00513755,0.00535386,0.00690507,0.00538802,0.00670089,0.00972179,0.00701745,0.00821477,0.00144985,0.00434413,0.00359837,0.0107052,0.00391327,0.00210938,0.00334332,0.0354388,0.00405363,0.00427226,0.00425309,0.00946205,0.00496233,0.00715078,0.00280651,0,0.00313003
753,0.00676776,0.00352506,0.00448253,0.00527296,0.00664484,0.00700998,0.00543757,0.00685216,0.00944717,0.00685387,0.0081741,0.00138021,0.00432761,0.00357598,0.0105344,0.00358082,0.0017341,0.00340336,0.034018,0.00391294,0.00400549,0.00392525,0.00883184,0.00451907,0.00677168,0.0026494,0,0.00306813
754,0.00724462,0.00364155,0.00457638,0.00556897,0.00724509,0.00706016,0.00544995,0.00684621,0.00926175,0.00673393,0.00818625,0.00133129,0.00421708,0.00351302,0.0104775,0.00340788,0.00161282,0.00341231,0.0335072,0.00410153,0.00385371,0.00370388,0.00860421,0.00430074,0.00674499,0.00255665,0,0.00301775
755,0.00706547,0.00370663,0.0045808,0.00565284,0.00721524,0.0071722,0.00541055,0.0067244,0.00914009,0.00669462,0.00818794,0.00140688,0.00421805,0.00350588,0.0105436,0.00333823,0.0016152,0.00375708,0.033481,0.00376698,0.00385699,0.00375608,0.00868474,0.0043106,0.00661189,0.00236923,0,0.00305389
756,0.00696185,0.0038031,0.00455515,0.00574508,0.0068496,0.00739286,0.00533703,0.00662727,0.00924028,0.00675547,0.00827322,0.00141575,0.00401908,0.003523,0.0104784,0.00329728,0.00162581,0.00430119,0.0336327,0.0019772,0.00398624,0.00407915,0.00886894,0.00442534,0.00654565,0.00237307,0,0.00312311
757,0.00667828,0.00388786,0.0047282,0.00612468,0.00704659,0.00747223,0.00519005,0.00646573,0.00935246,0.00679547,0.00835086,0.00151674,0.00410523,0.00351317,0.0104255,0.00357152,0.00172438,0.00472852,0.033424,0.00472102,0.00422295,0.00450946,0.00905498,0.00461341,0.00666667,0.00242964,0,0.00324433
758,0.00623249,0.00393278,0.00487364,0.00684505,0.00721349,0.00676036,0.0050561,0.00627899,0.00957705,0.0069593,0.00850114,0.00153009,0.00420981,0.00351602,0.0106219,0.00359639,0.00154234,0.00456594,0.0333176,0.00445965,0.00420453,0.00431969,0.00910709,0.00454676,0.0066259,0.00252936,0,0.00314862
759,0.00609768,0.00384847,0.00481842,0.00768457,0.00705876,0.00515542,0.0048911,0.00612655,0.00969433,0.00714452,0.0086466,0.00141701,0.00398149,0.00354359,0.0108556,0.00333797,0.00129463,0.00376091,0.0335187,0.00220422,0.0039491,0.00370738,0.00907967,0.00428123,0.00642927,0.00268742,0,0.00295634
760,0.00619643,0.00367021,0.00473509,0.00697954,0.00693667,0.00471716,0.00501532,0.00626506,0.00958073,0.00708317,0.00857646,0.00118922,0.00406684,0.00359522,0.0111327,0.0028619,0.000527522,0.00369888,0.0335855,0.00508732,0.00412214,0.00376928,0.0090572,0.00395955,0.00617571,0.00481333,0,0
761,0.006374,0.00346786,0.00454718,0.00551044,0.00694859,0.00494908,0.00529549,0.00646387,0.0094013,0.00680656,0.0083179,0.00110651,0.00422449,0.00366336,0.0111953,0.00315174,0.00150247,0.00412374,0.03351,0.00464489,0.00383503,0.00372539,0.00898573,0.0040262,0.00619107,0.00226759,0,0.00296388
762,0.00639866,0.00342188,0.00448929,0.00520127,0.00696305,0.00500469,0.00534515,0.00641723,0.00954097,0.00676685,0.00833622,0.00119586,0.00430723,0.00366538,0.0112314,0.00301207,0.00157469,0.004018,0.0334467,0.00431563,0.00394635,0.00421157,0.00889678,0.00406638,0.00620197,0.00214653,0,0.00297021
763,0.00633961,0.0035654,0.00465721,0.00551737,0.00686235,0.00503162,0.00520077,0.00633174,0.00968789,0.00682503,0.00834523,0.00127702,0.00437414,0.00361324,0.0109799,0.00310404,0.00175407,0.00236261,0.0335023,0.00449155,0.00419831,0.00458692,0.00873745,0.00419191,0.00624336,0.00225907,0,0.00293967
764,0.00651481,0.0036649,0.00489347,0.00576307,0.00682116,0.00527488,0.0050857,0.00619322,0.00934361,0.00684627,0.00827665,0.0013333,0.00445439,0.0035746,0.0106348,0.00352353,0.00209808,0.00358672,0.0333926,0.00489247,0.00443155,0.00516203,0.00863576,0.00434568,0.00640442,0.0026047,0,0.0027932
