Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_mankle,L_mknee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_mankle,r_mknee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
293,0.0162281,0.00532125,0.00885142,0.00209888,0.0126288,0,0.0080743,0.00617355,0.00565261,0.00468528,0.00843757,0.00774089,0,0,0.0208211,0.0123306,0.00968865,0.0226375,0.014644,0.0198863,0.0257131,0.0343488,0.0219547,0.0179083,0.00328869,0.00320972,0.00592948,0.0104013,0,0.0149948,0.00691549,0.00867065,0.011103,0,0,0.00606845,0.00834883,0.00639068,0.00716076,0.00316749,0.00628359,0.00670819,0.0273514,0.0186983,0.0155393,0.0137885,0.0223902,0.0144851,0.0200951,0.0201798,0.0279119,0.0237826,0.0196695,0.0141329,0.00334805
294,0.0162348,0.0053226,0.00885207,0.00210636,0.012628,0,0.00806558,0.00618306,0.00562212,0.0046799,0.0084192,0.00772535,0,0,0.0208468,0.0122441,0.00965728,0.0226451,0.0146755,0.0198709,0.0257589,0.0343184,0.0219637,0.0179146,0.00329083,0.00320036,0.00591983,0.010399,0,0.0150218,0.00693279,0.00867957,0.0110676,0,0,0.00606272,0.00832945,0.00635986,0.00716358,0.00317103,0.00631996,0.00671264,0.0273525,0.0187076,0.0155971,0.013772,0.0224132,0.0144907,0.0200877,0.0201862,0.0278877,0.0237189,0.0196567,0.0141218,0.0033519
295,0.0162405,0.00533793,0.00884224,0.00208741,0.0126146,0,0.00805473,0.00619256,0.00561563,0.00466488,0.00840904,0.00771796,0,0,0.0208631,0.0122164,0.0096184,0.0226766,0.0147345,0.0198498,0.0257615,0.0343517,0.0219258,0.0179189,0.00323872,0.00319714,0.00590419,0.0103891,0,0.0150458,0.0069427,0.00872529,0.0110169,0,0,0.00605413,0.00831858,0.00635382,0.00715546,0.00318415,0.00634133,0.00672114,0.0273685,0.0187073,0.0156356,0.013757,0.0223107,0.0145056,0.0200637,0.020145,0.0278018,0.0236634,0.0196048,0.0140876,0.00336101
296,0.0162407,0.00535721,0.0088209,0.00205847,0.0126026,0,0.00803604,0.00620114,0.00558942,0.00466039,0.00839135,0.00771817,0,0,0.0208607,0.012236,0.00961233,0.0227267,0.0147644,0.0198547,0.0256403,0.034436,0.021909,0.0179262,0.00319103,0.00318407,0.00587581,0.0103994,0,0.0150446,0.00693477,0.00874105,0.0109751,0,0,0.00605129,0.00831469,0.00635169,0.00717658,0.00318291,0.00632704,0.00673857,0.0273643,0.0187078,0.0156794,0.0137575,0.0222439,0.0145061,0.0200615,0.0200625,0.0278004,0.0236916,0.0195704,0.0140723,0.00336811
297,0.0162258,0.00536789,0.00879253,0.00203468,0.0125973,0,0.00801792,0.00620788,0.00555959,0.00466303,0.00835893,0.00769468,0,0,0.0208673,0.0122348,0.00963438,0.0227561,0.0147479,0.0198597,0.0255301,0.0344934,0.0219433,0.017903,0.00317969,0.00315189,0.00583398,0.0104187,0,0.0150356,0.00691535,0.00870104,0.0109502,0,0,0.00604579,0.00830776,0.00632852,0.0072034,0.00313584,0.00629464,0.0067532,0.0273416,0.0187076,0.015722,0.0137546,0.0222498,0.014508,0.0200537,0.0199798,0.028007,0.023739,0.0195842,0.014077,0.00335859
298,0.0162037,0.00537998,0.00878008,0.00204731,0.0126037,0,0.00801025,0.0062254,0.00557309,0.00466391,0.00832019,0.0076665,0,0,0.0208973,0.0122214,0.00964737,0.0227357,0.0147237,0.0198508,0.0255223,0.0345128,0.0219801,0.017873,0.00319765,0.00312472,0.00579204,0.0104253,0,0.0150314,0.00688861,0.00865442,0.0109403,0,0,0.00604317,0.00829479,0.00629035,0.00720046,0.00310306,0.00628188,0.00674501,0.0273505,0.0186948,0.0157349,0.0137564,0.0222452,0.0145357,0.0200386,0.0199693,0.0281897,0.0237523,0.0196247,0.014093,0.00335145
299,0.0161907,0.00540308,0.00878833,0.00208885,0.0126201,0,0.00800211,0.00622497,0.00561932,0.00466416,0.00831593,0.00766207,0,0,0.020907,0.0122372,0.00964657,0.0227038,0.0147121,0.0198591,0.0255019,0.0345447,0.0219687,0.0178858,0.0032252,0.0030969,0.00574732,0.0104211,0,0.0150246,0.00685412,0.00864834,0.0109438,0,0,0.00605391,0.00828793,0.00627728,0.00719555,0.00312959,0.00630312,0.00670929,0.0273897,0.0186763,0.0157282,0.0137678,0.0222131,0.0145681,0.0200423,0.0200084,0.0280603,0.0237497,0.0196426,0.0140906,0.00336319
300,0.0161843,0.00540986,0.00879507,0.00211095,0.0126313,0,0.0079869,0.00617377,0.00565636,0.00466643,0.00833988,0.00768366,0,0,0.0208887,0.0122746,0.00964902,0.0227027,0.0146944,0.0198686,0.0254046,0.0345834,0.0219362,0.0179205,0.00324318,0.00307311,0.00570527,0.0104174,0,0.0150199,0.00682929,0.00865812,0.0109493,0,0,0.0060667,0.00829037,0.0062926,0.00721444,0.00316596,0.00633801,0.0066812,0.0274108,0.0186614,0.0157138,0.0137673,0.0222237,0.0145631,0.0200654,0.0200357,0.0278195,0.0237434,0.0196235,0.0140602,0.00337127
301,0.0161707,0.00539989,0.00879644,0.00211391,0.0126229,0,0.00798689,0.00612114,0.00561002,0.00464999,0.00833713,0.00770844,0,0,0.0208799,0.0122954,0.00965112,0.0227165,0.0146611,0.0198142,0.0252944,0.0345482,0.0219222,0.0179189,0.00327302,0.00308268,0.00570943,0.0104259,0,0.0150294,0.00681398,0.00862648,0.0109487,0,0,0.00609027,0.00827509,0.00629695,0.00722883,0.00317069,0.00634932,0.00668798,0.0274059,0.0186516,0.0157012,0.0137457,0.0223187,0.0145353,0.0200772,0.020052,0.0277651,0.0237402,0.0195945,0.0140633,0.00336531
302,0.0161599,0.00540203,0.00879898,0.00208796,0.0126252,0,0.00802343,0.00609485,0.00550753,0.00462101,0.00831714,0.00773203,0,0,0.0208475,0.0122912,0.00962537,0.022743,0.0146668,0.0197444,0.0252543,0.0344722,0.0219407,0.01791,0.00327822,0.00313007,0.00578217,0.0104346,0,0.0150303,0.00680412,0.00858249,0.0109456,0,0,0.00607338,0.00825716,0.00626318,0.00720228,0.00317686,0.00633457,0.00670983,0.0274004,0.0186476,0.0157167,0.0137243,0.0223968,0.0145281,0.0200639,0.020079,0.0278014,0.0237611,0.0196013,0.0140984,0.00336664
303,0.0161492,0.00544759,0.00881554,0.00208155,0.0126383,0,0.00805635,0.00600477,0.00545475,0.00459867,0.00833359,0.00775107,0,0,0.0207529,0.0122749,0.00959626,0.0227653,0.0146894,0.0197199,0.0252781,0.034427,0.0219709,0.0179212,0.00328457,0.00318577,0.00585861,0.0104144,0,0.0150229,0.00680711,0.00855633,0.010946,0,0,0.00606769,0.0082585,0.00625104,0.00716924,0.00319681,0.00632025,0.00672016,0.0274068,0.0186569,0.0157112,0.0137108,0.022354,0.0145558,0.0200374,0.0200912,0.0277417,0.0237952,0.0196392,0.0140736,0.00338373
304,0.0161333,0.00551819,0.00882993,0.00210108,0.0126487,0,0.00805898,0.00586804,0.00552646,0.00460414,0.00838128,0.00776904,0,0,0.0206739,0.012279,0.00959523,0.0227668,0.0147065,0.0197338,0.0253219,0.0343838,0.0220097,0.0179394,0.00329478,0.00320944,0.00587958,0.0103675,0,0.0150277,0.0068424,0.00854904,0.0109528,0,0,0.0060714,0.00828658,0.00627694,0.00713756,0.00322292,0.00630438,0.00670441,0.0274214,0.0186742,0.0155812,0.0137174,0.0222675,0.0145893,0.0200309,0.0200566,0.0276593,0.0238237,0.0196762,0.013996,0.00339832
305,0.0161157,0.00555457,0.00885131,0.00214132,0.0126553,0,0.00806395,0.0057967,0.00560747,0.004636,0.00839653,0.00778743,0,0,0.0206415,0.0123051,0.00960376,0.0227597,0.0147287,0.0197572,0.0253601,0.0342946,0.0220634,0.0179587,0.00331488,0.00321459,0.00587093,0.0103275,0,0.0150408,0.00688545,0.00855353,0.0109655,0,0,0.00608044,0.00830828,0.00630201,0.0071096,0.00321789,0.00626872,0.00667363,0.0274252,0.0186922,0.0154052,0.0137371,0.0222274,0.0145987,0.0200358,0.0199854,0.0276681,0.0238263,0.0196769,0.0139678,0.00338945
306,0.0160997,0.00553565,0.00888272,0.00217347,0.012678,0,0.00810858,0.00578196,0.00558727,0.00465949,0.00838566,0.00779649,0,0,0.0206045,0.0123165,0.00959219,0.0227735,0.0147697,0.0197947,0.0253963,0.0342462,0.0221119,0.0179889,0.00333128,0.00322022,0.00587518,0.0103089,0,0.0150493,0.00690064,0.00857559,0.0109815,0,0,0.00608111,0.00831839,0.00632184,0.00710693,0.00316543,0.00624606,0.00666824,0.0274065,0.0187075,0.0153689,0.0137335,0.0221746,0.0145779,0.0200182,0.019941,0.0277299,0.0237692,0.0196343,0.01398,0.00335079
307,0.0160915,0.00550981,0.00889394,0.00216837,0.0127021,0,0.00818548,0.00576666,0.00552469,0.0046631,0.00839356,0.00778393,0,0,0.0205814,0.0123104,0.00957704,0.022795,0.0148067,0.0198243,0.0254104,0.0342979,0.0221271,0.0180214,0.00333025,0.00322841,0.00588918,0.0103164,0,0.0150584,0.00690091,0.00858874,0.0109993,0,0,0.00608625,0.00833034,0.00634697,0.00714638,0.00310115,0.00625011,0.0066961,0.0273928,0.0187238,0.0154651,0.0137022,0.0221185,0.014568,0.0199962,0.0199294,0.0277459,0.0236874,0.0195866,0.0139741,0.00332851
308,0.0161063,0.00550402,0.00888102,0.00216133,0.0127051,0,0.00824501,0.00577243,0.00550493,0.00465472,0.00840178,0.00774982,0,0,0.0206056,0.0123199,0.00956954,0.0228033,0.0148204,0.0198357,0.0254019,0.0343837,0.0221339,0.0180448,0.00335242,0.003231,0.00589792,0.0103411,0,0.0150741,0.00693221,0.00857544,0.011029,0,0,0.00608115,0.00833193,0.00634268,0.00719172,0.0030945,0.0062536,0.00670927,0.0274136,0.0187364,0.0155316,0.0137108,0.0221617,0.0145979,0.0200363,0.0198937,0.0277458,0.0236857,0.0196026,0.0139753,0.00333723
309,0.0161293,0.00550364,0.00887649,0.00219209,0.0127013,0,0.00825861,0.00581188,0.00550452,0.00465229,0.00836132,0.00772476,0,0,0.020617,0.0123293,0.00956835,0.0227989,0.0148141,0.0198351,0.0254025,0.0343948,0.0221464,0.0180281,0.00338281,0.00323701,0.00590467,0.0103503,0,0.0150913,0.00699228,0.00854787,0.011073,0,0,0.00606049,0.00830203,0.00631362,0.00719096,0.0031271,0.00625395,0.00667842,0.0274393,0.0187403,0.0155053,0.0137709,0.0222678,0.0146323,0.020115,0.0198362,0.0277803,0.0237587,0.0196484,0.0140253,0.00335465
310,0.0161327,0.00549846,0.00889417,0.00223622,0.0127088,0,0.00824419,0.005857,0.00548938,0.00466199,0.00828801,0.00772837,0,0,0.0206003,0.0123012,0.009573,0.0227964,0.0148194,0.0198361,0.0254534,0.0343257,0.0221711,0.0179761,0.00338751,0.00325086,0.0059141,0.0103335,0,0.0150926,0.00703476,0.00854233,0.0110895,0,0,0.00604815,0.00827855,0.00630775,0.0071743,0.00318059,0.00626197,0.00665206,0.027441,0.0187385,0.0154195,0.013813,0.0223,0.0146283,0.0201473,0.0198391,0.0277576,0.0237896,0.0196497,0.0140696,0.00336344
311,0.0161127,0.00550233,0.00889818,0.00225396,0.012716,0,0.00821066,0.00590246,0.00548002,0.00466742,0.00822562,0.00774064,0,0,0.0206111,0.012266,0.00958316,0.0227953,0.0148296,0.0198307,0.0254655,0.0342504,0.0221841,0.0179289,0.0033822,0.00326199,0.00591775,0.0103208,0,0.0150811,0.00705472,0.00857107,0.0110582,0,0,0.00605876,0.00830754,0.00633878,0.00718465,0.0032417,0.00625835,0.00666846,0.0274396,0.0187415,0.0153493,0.0137911,0.0222501,0.0146144,0.0201185,0.0198488,0.0276469,0.0237354,0.0196084,0.0140174,0.00338125
312,0.0160982,0.00551641,0.00888707,0.00224201,0.0127159,0,0.00816804,0.00594888,0.00551323,0.00467069,0.00819365,0.00774125,0,0,0.0206443,0.0122692,0.00958225,0.0227904,0.0148167,0.0198431,0.0253495,0.0342774,0.0221939,0.0179119,0.00338845,0.00325985,0.00590643,0.0103163,0,0.0150771,0.00706782,0.00860104,0.0110098,0,0,0.00606126,0.00833736,0.00635208,0.00719749,0.00325081,0.00623412,0.006702,0.0274379,0.0187398,0.0153257,0.0137349,0.0221852,0.0146213,0.0200709,0.0198035,0.0276454,0.023664,0.0195803,0.0138892,0.0033914
313,0.0160978,0.00553587,0.0088815,0.00221721,0.0127109,0,0.00814075,0.00595999,0.00556985,0.00468261,0.00819669,0.00774285,0,0,0.020634,0.0122893,0.00957912,0.0227767,0.0147858,0.0198706,0.0252011,0.0343829,0.0222058,0.0178985,0.00338923,0.00325681,0.00589376,0.0103047,0,0.0150895,0.00705519,0.00861214,0.0109731,0,0,0.00604158,0.00831433,0.00634453,0.00716711,0.0031584,0.00620921,0.00671034,0.0274093,0.018721,0.015321,0.0136898,0.022147,0.0146303,0.0200229,0.0198048,0.0278055,0.023639,0.0195714,0.0138198,0.00336375
314,0.0161059,0.00555296,0.00887224,0.00219739,0.0127045,0,0.00812279,0.00592384,0.00557276,0.00468747,0.00821948,0.00774369,0,0,0.0205878,0.0122991,0.00958527,0.0227666,0.0147654,0.0198724,0.025184,0.0344633,0.022198,0.0178776,0.00338701,0.00326012,0.00589572,0.0102977,0,0.0150921,0.0070282,0.00862317,0.0109427,0,0,0.00604389,0.00829983,0.00632985,0.0071351,0.00307456,0.0062193,0.00668345,0.0273624,0.0186949,0.0153225,0.013683,0.0221449,0.0146225,0.0199932,0.0199121,0.0279339,0.0236761,0.0196067,0.0138371,0.00332687
315,0.0161105,0.00556806,0.00883602,0.00218141,0.0126999,0,0.00808865,0.00590319,0.00551197,0.00465177,0.00822386,0.00774182,0,0,0.0205765,0.012309,0.00957822,0.0227763,0.0147694,0.0198527,0.0252456,0.034494,0.0221621,0.0178674,0.00338719,0.00325808,0.00590163,0.010314,0,0.0150715,0.00702364,0.00864663,0.0109101,0,0,0.00607064,0.00833588,0.00631189,0.00716418,0.00309099,0.00625659,0.00666487,0.0273433,0.018679,0.0153328,0.0136874,0.0221442,0.0146079,0.0199774,0.019953,0.0279431,0.0237137,0.0196565,0.0138325,0.00331638
316,0.0160997,0.00557388,0.00880464,0.00214601,0.012701,0,0.00805747,0.00594604,0.00549103,0.00461248,0.00822237,0.00773498,0,0,0.0206101,0.0123216,0.00953315,0.0228009,0.0147909,0.0198529,0.0252259,0.0345036,0.022136,0.017873,0.00335286,0.00325266,0.00589713,0.0103322,0,0.0150474,0.00702654,0.00865182,0.0108937,0,0,0.00608692,0.00836235,0.00631135,0.00722957,0.00311011,0.00627739,0.00668762,0.0273723,0.0186667,0.0153353,0.0136652,0.0221183,0.014585,0.0199545,0.0198422,0.0278854,0.0236761,0.0196609,0.013804,0.00331646
317,0.0160846,0.0055726,0.00881352,0.00209226,0.0127031,0,0.0080552,0.00600691,0.0055529,0.00461721,0.00825927,0.00771877,0,0,0.0206271,0.0123143,0.00948039,0.0228168,0.0148105,0.0198568,0.0251263,0.0344958,0.0221401,0.0178758,0.00328317,0.00325478,0.00590328,0.0103304,0,0.0150284,0.00701638,0.00864381,0.0108809,0,0,0.00607572,0.00835508,0.00633273,0.00726128,0.00309025,0.00627647,0.00669523,0.0274341,0.0186462,0.0153335,0.0136518,0.0221198,0.0145644,0.0199649,0.0197592,0.0277947,0.0236224,0.0196715,0.0138338,0.00330909
318,0.016089,0.00557157,0.00883304,0.00204759,0.0126996,0,0.00806441,0.00603676,0.00560651,0.00463135,0.00831113,0.00771593,0,0,0.0206127,0.0122903,0.00946302,0.0228196,0.014822,0.0198294,0.0250638,0.0344863,0.0221547,0.0178745,0.00323145,0.00327108,0.00593949,0.0103196,0,0.0150094,0.0070217,0.00864074,0.0108401,0,0,0.00606793,0.00835115,0.00634214,0.00723162,0.00308717,0.00627331,0.00666394,0.0274731,0.0186378,0.01534,0.0136705,0.0221646,0.0145687,0.0200147,0.0197956,0.0277215,0.0236488,0.0197286,0.0138566,0.00331224
319,0.0161319,0.00558935,0.00883053,0.00204205,0.0127123,0,0.0080368,0.00603357,0.00559625,0.00461782,0.00830976,0.00771918,0,0,0.0206109,0.0122913,0.00946787,0.0228134,0.0148257,0.0197888,0.0250654,0.0345057,0.0221558,0.0178815,0.00323621,0.0032246,0.0060533,0.0102987,0,0.0149845,0.00704254,0.00862759,0.0107973,0,0,0.0060494,0.00836316,0.00637029,0.00717143,0.0031489,0.00624691,0.00665994,0.0274328,0.0186492,0.0153577,0.013677,0.022178,0.0145841,0.020031,0.0198205,0.0277058,0.0237071,0.0197503,0.0137822,0.00332041
320,0.0161674,0.00560748,0.00882493,0.00206747,0.0127334,0,0.00800613,0.00603401,0.00558223,0.00459832,0.00827169,0.00771985,0,0,0.0206207,0.0123172,0.00947694,0.0228045,0.0148372,0.0197708,0.0250492,0.0345093,0.022153,0.0178934,0.00323655,0.00318119,0.00614656,0.0102955,0,0.0149756,0.00705024,0.00859405,0.0108178,0,0,0.00603646,0.00835553,0.00637553,0.00716733,0.00324622,0.00622308,0.00667835,0.0273856,0.0186771,0.0153428,0.013697,0.0221494,0.0146086,0.0200368,0.019825,0.0277235,0.0237345,0.0197224,0.0137176,0.00331703
321,0.0161915,0.00563155,0.00885092,0.00210202,0.0127743,0,0.00797202,0.00603762,0.00558271,0.00462657,0.00823569,0.00767426,0,0,0.0206315,0.012334,0.00947077,0.0227964,0.0148449,0.0197721,0.0250366,0.0344476,0.0221553,0.0179104,0.00325021,0.00313916,0.00622796,0.0103114,0,0.0149863,0.00704327,0.00856304,0.0108517,0,0,0.00602525,0.00837071,0.00637988,0.00723819,0.0032618,0.00626638,0.00668521,0.0273926,0.0187122,0.0153114,0.0137153,0.0220999,0.014612,0.0200412,0.0198273,0.0277112,0.0237123,0.0196863,0.013737,0.00331394
322,0.016223,0.00565812,0.00889077,0.00209628,0.0128133,0,0.00794074,0.00605389,0.00557133,0.00468873,0.00821519,0.00760561,0,0,0.020626,0.0123059,0.00948203,0.0227945,0.0148531,0.0197664,0.0251015,0.0343605,0.022163,0.0179292,0.00327929,0.00307149,0.00630209,0.0103256,0,0.014994,0.00706116,0.00855695,0.010832,0,0,0.00601694,0.0084237,0.00639532,0.00727915,0.00317068,0.00633258,0.00667167,0.0274157,0.0187419,0.0153106,0.0137201,0.0220903,0.0146064,0.0200477,0.0198269,0.0277589,0.0237196,0.0196774,0.0138033,0.00332752
323,0.0162656,0.00567097,0.00890834,0.00208035,0.0128292,0,0.00792775,0.00607983,0.00556434,0.00472245,0.00819909,0.00756069,0,0,0.0206014,0.0122531,0.00952215,0.0227991,0.0148643,0.0197519,0.0252204,0.0343679,0.0221698,0.0179429,0.00329182,0.0029842,0.00634309,0.0103273,0,0.0149742,0.00708679,0.00854676,0.010811,0,0,0.00601786,0.00846078,0.0064108,0.00722584,0.00310011,0.00633763,0.00667355,0.0274085,0.0187587,0.0153448,0.0137177,0.0221541,0.0146175,0.0200556,0.0198271,0.0278674,0.0237696,0.0196861,0.0138498,0.00335185
324,0.0163022,0.00569001,0.00890064,0.00210284,0.0128263,0,0.00792133,0.00608741,0.00557877,0.0047072,0.00818523,0.00754868,0,0,0.0205885,0.012235,0.00953582,0.0228033,0.0148625,0.0197552,0.025291,0.0344532,0.0221689,0.0179456,0.00327613,0.00292182,0.00635163,0.0103229,0,0.0149438,0.00706985,0.00850857,0.010849,0,0,0.00602785,0.00845448,0.00642042,0.00716609,0.00312086,0.00630204,0.00669195,0.0274113,0.0187621,0.0153843,0.0137228,0.0222232,0.0146364,0.0200568,0.0198575,0.0279077,0.0237833,0.0196906,0.0138485,0.00335489
325,0.0163233,0.00574718,0.00888762,0.00212148,0.0128196,0,0.00790111,0.00606544,0.00559865,0.00467141,0.00817781,0.00754724,0,0,0.0206104,0.0122661,0.00951069,0.022803,0.0148444,0.0197693,0.0252914,0.0344583,0.0221606,0.0179346,0.00326244,0.00290752,0.00636271,0.0103136,0,0.0149306,0.00703157,0.0084677,0.010885,0,0,0.00603668,0.00843837,0.00643076,0.00716764,0.00315912,0.00627852,0.00669613,0.0274246,0.0187563,0.0154063,0.013739,0.0222008,0.0146274,0.0200451,0.0199136,0.0278841,0.0237337,0.0196855,0.0138024,0.00333174
326,0.0163342,0.00581023,0.0088735,0.00209539,0.0128151,0,0.00787148,0.00603993,0.00560771,0.00464465,0.00817438,0.00753955,0,0,0.0206362,0.0122874,0.00951407,0.0228024,0.0148265,0.0197622,0.0252819,0.0343826,0.0221517,0.0179178,0.00326857,0.00291652,0.00638322,0.0103056,0,0.0149374,0.00702171,0.00845049,0.0108695,0,0,0.00604086,0.00843868,0.00644765,0.0071849,0.00317728,0.00625826,0.00669004,0.0273844,0.0187433,0.0153917,0.013742,0.0221152,0.0145907,0.0200306,0.0199524,0.027871,0.0236657,0.0196773,0.0137378,0.00331555
327,0.0163454,0.00584001,0.00885077,0.00207882,0.0128083,0,0.00784748,0.0060325,0.00559639,0.00463821,0.00817387,0.00753014,0,0,0.0206354,0.012264,0.00954061,0.0228067,0.0148182,0.0197823,0.0252789,0.0343891,0.0221412,0.017909,0.00327553,0.00290872,0.00637808,0.0103023,0,0.0149543,0.00702702,0.00845309,0.0108689,0,0,0.0060531,0.00844718,0.00647291,0.00717494,0.0031774,0.00622532,0.00669334,0.0273168,0.0187257,0.0153553,0.013709,0.0220606,0.0145683,0.0200238,0.0199693,0.0278645,0.0236215,0.0196726,0.0136982,0.00331727
328,0.0163617,0.0058611,0.00882441,0.00210286,0.0127951,0,0.00783415,0.00603456,0.00557615,0.00462003,0.00817761,0.00752792,0,0,0.0206249,0.0122526,0.00952096,0.0228143,0.0148232,0.0198808,0.0252671,0.0344797,0.022124,0.017906,0.00327071,0.0028818,0.00635143,0.0102884,0,0.0149665,0.00701542,0.00844924,0.0109139,0,0,0.00607926,0.00845564,0.00650476,0.00714694,0.00314781,0.00620957,0.00669889,0.027304,0.0187078,0.0153554,0.0136675,0.0220458,0.014574,0.020016,0.0199844,0.0278795,0.0236153,0.0196687,0.0136987,0.00331144
329,0.0161727,0.00567731,0.00886761,0.00225872,0.0126978,0,0.00806627,0.00614482,0.0054499,0.00459795,0.00832055,0.0077072,0,0,0.0205973,0.0122905,0.0094902,0.0227881,0.0147582,0.0199278,0.0252871,0.0344918,0.0221942,0.0179082,0.00346046,0.00324816,0.00595844,0.0102702,0,0.0150018,0.00701789,0.00865469,0.0109139,0,0,0.00609911,0.00831487,0.00634196,0.00714482,0.0031173,0.00623635,0.00665757,0.0273317,0.0187022,0.015411,0.0136671,0.0220676,0.0146066,0.0200023,0.0200577,0.0279231,0.0236727,0.0197583,0.0137857,0.00331801
330,0.0161777,0.00569079,0.00886645,0.00221953,0.0126953,0,0.00803189,0.00614016,0.00541593,0.00455786,0.0083206,0.007698,0,0,0.0206047,0.0123115,0.00947502,0.0227904,0.0147573,0.019868,0.0252924,0.0344064,0.0221882,0.0178879,0.00344408,0.00328202,0.00608287,0.0102958,0,0.0149593,0.00703064,0.00859375,0.0109031,0,0,0.00611377,0.00831539,0.00635187,0.00709788,0.00318105,0.00628586,0.00665763,0.0273932,0.0186838,0.0154136,0.0136703,0.0220766,0.0145983,0.0199751,0.0200094,0.027875,0.0236408,0.0197364,0.0137994,0.00329486
331,0.0161942,0.00568356,0.0088978,0.00220919,0.0127203,0,0.00798112,0.00614223,0.00541764,0.0045864,0.00831884,0.00768677,0,0,0.0206099,0.0122915,0.00947855,0.0227889,0.0147515,0.019785,0.0252984,0.0343491,0.0221887,0.0178801,0.00342953,0.00334117,0.00616899,0.0103215,0,0.0149167,0.00704693,0.00856555,0.0109076,0,0,0.00613929,0.00830568,0.00634548,0.00708943,0.00316506,0.00631157,0.00665911,0.0274144,0.0186788,0.0154096,0.0136441,0.0220758,0.0145947,0.0199631,0.0199641,0.0277817,0.023641,0.0197268,0.013808,0.0032926
332,0.0162293,0.00568292,0.00893815,0.00224645,0.0127529,0,0.00793941,0.00614258,0.00550799,0.00462535,0.00830712,0.00767749,0,0,0.0206119,0.0122751,0.00947709,0.0227862,0.0147442,0.0197841,0.0252963,0.034392,0.0221908,0.0178918,0.00342709,0.00340197,0.00611625,0.0102979,0,0.0149087,0.00703738,0.00856146,0.0109187,0,0,0.00616483,0.00830532,0.00634268,0.00711796,0.00304406,0.00632277,0.00666018,0.0273982,0.0186949,0.0154426,0.0136113,0.0220719,0.0146194,0.0199683,0.0199676,0.0277528,0.0236722,0.0197226,0.0137981,0.0032967
333,0.0162681,0.00569337,0.00893781,0.00226996,0.0127645,0,0.00792061,0.00612681,0.00558742,0.0046199,0.00828342,0.00766622,0,0,0.0206146,0.012266,0.00947887,0.0227814,0.0146905,0.0198016,0.0252936,0.0344774,0.0221982,0.017912,0.00344348,0.00345784,0.00600334,0.0102683,0,0.0149152,0.00702087,0.00851838,0.0108996,0,0,0.00618266,0.00831901,0.00634678,0.00716256,0.00297683,0.00632226,0.00666625,0.0273937,0.0187174,0.0154628,0.0136236,0.0221026,0.0146577,0.0199821,0.0200035,0.0277216,0.0236515,0.0196866,0.0137942,0.00330074
334,0.0162991,0.0056973,0.00890945,0.00225206,0.0127636,0,0.0079154,0.00610879,0.00554784,0.00461612,0.00825918,0.00765282,0,0,0.0206181,0.0122401,0.00948309,0.0227734,0.014596,0.0197848,0.0252983,0.0345209,0.0222116,0.0179324,0.00346342,0.00348567,0.00594542,0.0102952,0,0.014881,0.00702895,0.00844389,0.0108699,0,0,0.00620803,0.00831558,0.00634355,0.00717378,0.0029814,0.00629757,0.00667093,0.0273979,0.0187309,0.0154439,0.0136772,0.022136,0.0146741,0.0199996,0.0200002,0.0276048,0.0235977,0.0196367,0.0138337,0.00332841
