Timestep,C7,LARM,LASI,LELB,LFOREARM,LHEEL,LLEPI,LLMAL,LMFL,LMFS,LP1MT,LP5MT,LPAT,LSH,LTHAD,LTHAP,LTHLD,LTHLP,LTIAD,LTIAP,LTILAT,LTOE,LWR,MAN,P1,P2,P3,RARM,RASI,RELB,RFOREARM,RHEEL,RLEPI,RLMAL,RMFL,RMFS,RP1MT,RP5MT,RPAT,RSH,RTHAD,RTHAP,RTHLD,RTHLP,RTIAD,RTIAP,RTILAT,RTOE,RWR,SACR,T7,x52,x53,
47,0.00391173,0.00308761,0.0101894,0.0072272,0.00520872,0.0162635,0.0140992,0.0130349,0.0123149,0.0160412,0.00993366,0.00964494,0,0.00874873,0.00850053,0.0173104,0.00658317,0.00377266,0.00553294,0.00273954,0.0113191,0.0151068,0.00345954,0.00507174,0,0,0,0.00451938,0.00814947,0.00544312,0.00701146,0.00623262,0.0210481,0.0138662,0.00248665,0.00331883,0.00197382,0.0037333,0,0.00279514,0.0153625,0.0143131,0.00790435,0.0166883,0.00428431,0.00714692,0.0121318,0.00191538,0.00682884,0.00889177,0.00432153,0,0,0
48,0.00519469,0.00287115,0.010355,0.00629137,0.00506602,0.0149278,0.0154051,0.0130098,0.0128762,0.0159121,0.0118669,0.00852557,0,0.00976125,0.00616683,0.0152538,0.00660247,0.00386742,0.00562782,0.00220589,0.0102062,0.0189192,0.00332671,0.00552561,0,0,0,0.0052772,0.00660975,0.00504104,0.00699767,0.00593308,0.0209625,0.0133738,0.00269301,0.00329275,0.00209052,0.00385318,0,0.00186064,0.0149164,0.0147657,0.00783811,0.016859,0.00413162,0.00657107,0.0138164,0.00185634,0.00680431,0.0102336,0.00565079,0,0,0
49,0.00617945,0.00292573,0.00961123,0.00515077,0.00574491,0.0137384,0.0167569,0.0132308,0.013387,0.0155429,0.0140757,0.00887751,0,0.0113844,0.00595212,0.0133445,0.00660921,0.00600381,0.00598666,0.00302744,0.00965596,0.0227679,0.00327842,0.00536351,0,0,0,0.00431965,0.00598946,0.00606642,0.0124491,0.00550041,0.0207591,0.0128162,0.00278521,0.00311147,0.00171644,0.00388707,0,0.000979329,0.0146567,0.0153055,0.00805506,0.0173396,0.00390672,0.0063318,0.0156347,0.00212692,0.00808952,0.010919,0.00699684,0,0,0
50,0.00702785,0.00274933,0.00887081,0.00350054,0.00611375,0.0132087,0.0182194,0.0134612,0.0142922,0.0157687,0,0.00989534,0,0.0117723,0.00762442,0.0117463,0.00713609,0.00888737,0.00708901,0.00503791,0.00969858,0.0267293,0.0033339,0.00534327,0,0,0,0.00635325,0.00630459,0.00473645,0.00985256,0.00495072,0.0201835,0.0123472,0.00267971,0.00338902,0.0013257,0.00401177,0,0.000648522,0.0143894,0.0157175,0.00857528,0.0179109,0.00397635,0.00613667,0.0174001,0.00253635,0.00725499,0.0107047,0.00769373,0,0,0
51,0.00858822,0.00315072,0.00841835,0.00288503,0.00450924,0.0133372,0.0186412,0.0150624,0.0138392,0.014744,0.019851,0.0140282,0,0.0116968,0.00955749,0.0108367,0.00789146,0.0110161,0.00915072,0.00728504,0.0100977,0,0.00274344,0.00586168,0,0,0,0.00870597,0.00783287,0.00361944,0.00748701,0.00498341,0.0193151,0.0126001,0.00287367,0.00413298,0.00234479,0.00479016,0,0.000780276,0.0142395,0.0162259,0.00936767,0.0172672,0.00479126,0.00521503,0.018242,0.00219083,0.00719867,0.0103048,0.00856753,0,0,0
52,0.00854871,0.00283156,0.0104406,0.00206281,0.00575096,0.0128169,0.0203701,0.0164545,0.0143824,0.0132849,0.0169915,0.0129342,0,0.0119501,0.0139919,0.0132971,0.0105149,0.0124312,0.00924633,0.0099075,0.0118397,0.0281978,0.00295769,0.00524298,0,0,0,0.00915933,0.0083763,0.00412769,0.0112867,0.00436802,0.019824,0.0107304,0.00255537,0.00354972,0.00201895,0.00492613,0,0.00199228,0.0135718,0.0164535,0.0107047,0.0172044,0.00471015,0.0064935,0.0198949,0.00198583,0.0089342,0.00884205,0.0077879,0,0,0
53,0.00940509,0.00291573,0.0111648,0.00266204,0.00503724,0.0117644,0.0196993,0.0173936,0.0137144,0.0120652,0.0158058,0.0135735,0,0.0121658,0.0150622,0.0149916,0.0119018,0.0130074,0.0106439,0.0118106,0.0132619,0.0263452,0.00287649,0.00499333,0,0,0,0.0117192,0.00986291,0.00253918,0.00745036,0.0044856,0.0199819,0.0106137,0.00352523,0.00309933,0.00328372,0.00576058,0,0.0027712,0.0135744,0.0171472,0.0110405,0.0151445,0.00561602,0.00601672,0.0200073,0.00162017,0.0089457,0.00767996,0.00776769,0,0,0
54,0.00924452,0.00263225,0.0122813,0.00342408,0.00462201,0.00925775,0.0168409,0.0185595,0.0128615,0.0117601,0.016286,0.013861,0,0.0119273,0.0146604,0.0159918,0.01139,0.0123456,0.0125205,0.0126582,0.0147601,0.0251794,0.00300263,0.00470606,0,0,0,0.0132082,0.01054,0.00235266,0.00835459,0.00448951,0.0194496,0.0112606,0.004059,0.00378562,0.00360882,0.0054282,0,0.00364983,0.0136954,0.0176233,0.0104445,0.0128783,0.00710514,0.00561266,0.0203517,0.00308163,0.00862951,0.00700488,0.00686474,0,0,0
55,0.00855208,0.00173952,0.0126086,0.0041645,0.00451566,0.00689453,0.015025,0.0175758,0.0101091,0.00859742,0.0128452,0.0113348,0,0.011664,0.0147469,0.0168535,0.0112717,0.0121747,0.0135876,0.0135354,0.0163557,0.0189552,0.00325858,0.00438548,0,0,0,0.0139825,0.0102997,0.00226723,0.00862683,0.00491459,0.0191661,0.0106724,0.00473655,0.00371272,0.00433292,0.00611514,0,0.00471724,0.012984,0.0165157,0.0102524,0.0116173,0.0079514,0.00605981,0.0209973,0.00369475,0.00917444,0.00569819,0.00517796,0,0,0
56,0.00772503,0.000645484,0.0119923,0.00508129,0.00449425,0.00425036,0.0130004,0.0160141,0.00775127,0.00494052,0.00901265,0.0092111,0,0.0111063,0.0143045,0.0173057,0.0104765,0.0115722,0.0142293,0.0137305,0.016625,0.00971599,0.00375703,0.00496314,0,0,0,0.0140739,0.00968223,0.00246026,0.00892618,0.00600792,0.0186501,0.0101883,0.00553313,0.00371606,0.005189,0.00693676,0,0.00560979,0.0120526,0.0145186,0.0101994,0.0117146,0.00887895,0.00707138,0.0216407,0.00415757,0.00966954,0.00493081,0.0032649,0,0,0
57,0.0069586,0.00104708,0.0107549,0.00639641,0.00464775,0.00288805,0.0111457,0.014093,0.00689147,0.00302884,0.00712162,0.00844005,0,0.0105578,0.0144853,0.0175378,0.0102796,0.0109046,0.0145599,0.0134957,0.01523,0.00293344,0.00441691,0.00629052,0,0,0,0.0135832,0.0092367,0.0028486,0.00919321,0.00752319,0.018135,0.00999478,0.00641226,0.00357785,0.00594814,0.00767479,0,0.00615351,0.0109651,0.0121248,0.0107179,0.0127281,0.00988123,0.00835677,0.0221604,0.00458747,0.0101335,0.00486718,0.00257656,0,0,0
58,0.00625549,0.00292545,0.00977173,0.00981096,0.00445357,0.00297188,0.00996866,0.0120967,0.00630997,0.00485448,0.00706152,0.00888661,0,0.0116709,0.0163615,0.0180358,0.0122137,0.0112008,0.0146596,0.0131747,0.0129401,0.000563053,0.00580657,0.00844943,0,0,0,0.012647,0.00955609,0.00341786,0.00945575,0.00929911,0.0170881,0.0101489,0.00739858,0.00332166,0.00670533,0.0082484,0,0.00662153,0.00977195,0.00967539,0.0117083,0.0134247,0.010827,0.00896402,0.0225287,0.00521623,0.0104567,0.0052354,0.00423988,0,0,0
59,0.00601495,0.00547419,0.00946314,0.0125987,0.00530165,0.00240901,0.00998446,0.0112267,0.00538393,0.00600346,0.00753679,0.00837829,0,0.0140564,0.0192255,0.0186811,0.0151064,0.0130088,0.0147331,0.0130936,0.0112475,0.000528443,0.00851292,0.00991604,0,0,0,0.0117484,0.0104711,0.00394905,0.00969859,0.0110733,0.015105,0.0103933,0.00825422,0.00303407,0.00726373,0.00862636,0,0.00675552,0.00836398,0.0069959,0.0125707,0.0134312,0.0115287,0.00929127,0.0225995,0.00592178,0.0107501,0.00579579,0.00656485,0,0,0
60,0.00618648,0.00829461,0.0099251,0.0142635,0.00637514,0.00245927,0.0106404,0.0109591,0.00378434,0.0058341,0.0062872,0.00628108,0,0.0165914,0.0217873,0.0190765,0.0164335,0.0152761,0.0149942,0.0132541,0.0107069,0.00035289,0.0108741,0.0109055,0,0,0,0.0108803,0.0115656,0.00445649,0.00992763,0.0128427,0.0133171,0.0103891,0.00900496,0.00283037,0.00769404,0.00885026,0,0.00660195,0.00689765,0.00412513,0.0121852,0.0128833,0.0119368,0.00996526,0.0224207,0.00656152,0.0109091,0.00658776,0.00779362,0,0,0
61,0.00651296,0.0103388,0.0106816,0.0146331,0.00743709,0.00344589,0.0109436,0.0108641,0.00260124,0.00537549,0.00449958,0.00484154,0,0.0182233,0.0233169,0.0195708,0.0157334,0.0164272,0.0148881,0.0131947,0.0104954,0.000484568,0.0123496,0.0115893,0,0,0,0.0102015,0.0124543,0.0048738,0.00986007,0.0145038,0.0117027,0.00977723,0.00964742,0.00255702,0.0081762,0.00907029,0,0.00619151,0.00568805,0.0015506,0.0100306,0.0116663,0.0120685,0.0105458,0.0219883,0.00721441,0.0109042,0.00753579,0.00756579,0,0,0
62,0.00670569,0.0107508,0.0108417,0.0145519,0.00751094,0.00447393,0.0107521,0.0111388,0.00236732,0.00574542,0.00406748,0.00557722,0,0.0187054,0.0239864,0.0205334,0.0141917,0.0155145,0.0143668,0.0126583,0.0107261,0.00144088,0.0126918,0.0122163,0,0,0,0.00962426,0.0128669,0.00516595,0.00962738,0.0160442,0.0104252,0.00870937,0.00988261,0.00242784,0.00847483,0.0093507,0,0.00554975,0.00546065,0.00468728,0.00700023,0.0093452,0.0120994,0.0109222,0.0211119,0.00768508,0.0106711,0.00848451,0.00669317,0,0,0
63,0.00644619,0.00970444,0.0099371,0.0141583,0.00764448,0.00565992,0.0100292,0.0116572,0.00223533,0.00690245,0.00558285,0.00795239,0,0.0179296,0.0242126,0.021991,0.0126952,0.013097,0.0137238,0.0122374,0.0123836,0.00341567,0.0124487,0.0125446,0,0,0,0.00911842,0.0126355,0.00543041,0.00921432,0.0171681,0.00936426,0.00754575,0.010258,0.00220947,0.00856081,0.00937246,0,0.00489975,0.00606988,0.00976829,0.0047369,0.00616185,0.0120024,0.0113015,0.0198042,0.00790212,0.0102697,0.00928694,0.00588283,0,0,0
64,0.00599884,0.00811323,0.00836429,0.0134112,0.00804753,0.00688156,0.00863464,0.0121623,0.00225418,0.00799301,0.00735324,0.0109563,0,0.0164592,0.0238821,0.0237553,0.0117552,0.0105936,0.0135104,0.0123211,0.0146516,0.00464085,0.0120099,0.0124613,0,0,0,0.00861387,0.0118158,0.00554358,0.00882059,0.0176263,0.00817132,0.00640459,0.0108137,0.00211506,0.00879182,0.00915174,0,0.00434034,0.00682548,0.0146881,0.00361434,0.0029145,0.0116971,0.0116748,0.0182034,0.00775464,0.0097844,0.00994068,0.00520282,0,0,0
65,0.00597832,0.0066737,0.00677728,0.0125521,0.00815253,0.00784709,0.00654183,0.0122551,0.0021063,0.0086632,0.00824215,0.0127964,0,0.0151286,0.0227452,0.0249119,0.0114682,0.00951755,0.0138139,0.0127348,0.0161855,0.00494023,0.0115951,0.0122253,0,0,0,0.00807368,0.0106267,0.00566133,0.00833252,0.0173803,0.00691372,0.00518449,0.0111946,0.0021406,0.00911257,0.00898945,0,0.00391893,0.00762728,0.0185997,0.00269788,0.000546888,0.011005,0.0118122,0.0163194,0.00787164,0.00931632,0.010407,0.00472896,0,0,0
66,0.0064254,0.00543466,0.0056942,0.0119817,0.00779431,0.0082304,0.00472492,0.0121493,0.00206142,0.00904022,0.00811625,0.0126662,0,0.0141088,0.0209174,0.0244879,0.0112188,0.0101947,0.014028,0.0130052,0.0162485,0.00470488,0.011293,0.0120051,0,0,0,0.00756317,0.00933702,0.00568146,0.00801935,0.0163842,0.00571925,0.00365883,0.0114508,0.00220894,0.00931043,0.00891136,0,0.00362537,0.00852392,0.0212539,0.0025302,0.00173218,0.00994993,0.0114268,0.013894,0.00833554,0.00891403,0.01041,0.00452311,0,0,0
67,0.00685581,0.00434311,0.00532031,0.0116106,0.0076548,0.00817603,0.00412853,0.012161,0.0013962,0.00928017,0.00724382,0.0109825,0,0.0133088,0.0186457,0.0224787,0.0103041,0.0109186,0.0134834,0.0127623,0.0150087,0.00413606,0.011142,0.0119062,0,0,0,0.00718014,0.00783378,0.00570016,0.00778856,0.0150136,0.0045852,0.00230334,0.0103934,0.0022383,0.00915367,0.00862024,0,0.00348165,0.00898109,0.0226192,0.00360676,0.00355479,0.00847358,0.0103644,0.0108564,0.00789801,0.00861075,0.00974985,0.00451574,0,0,0
68,0.00706224,0.00371173,0.00546619,0.0113308,0.00769441,0.00822797,0.00487844,0.0114262,0.000274307,0.00946055,0.00587858,0.00878356,0,0.0126597,0.0160132,0.0197072,0.00843767,0.0102427,0.0122449,0.0118726,0.0129117,0.00352985,0.0109326,0.0118944,0,0,0,0.00699987,0.00622657,0.0056565,0.00761174,0.0134035,0.00377496,0.00232787,0.00882311,0.00232015,0.00856935,0.00793901,0,0.00347725,0.00885436,0.0225851,0.00485186,0.00513851,0.00679696,0.00889093,0.00801797,0.00718294,0.00838069,0.00848185,0.00456575,0,0,0
69,0.00712235,0.00380632,0.00579257,0.0112913,0.00695272,0.00875125,0.00623613,0.00968583,0.00142646,0.00943734,0.00415806,0.00654014,0,0.0119348,0.0131049,0.0167884,0.00563877,0.00819301,0.0108779,0.0105877,0.0104855,0.00320511,0.0107519,0.0117671,0,0,0,0.00701579,0.00487977,0.00563457,0.00747306,0.0117845,0.0042766,0.00367056,0.00722412,0.00257279,0.00731465,0.00701518,0,0.00371373,0.00813269,0.0212034,0.00583831,0.00618224,0.00560864,0.00731224,0.00714929,0.00655455,0.00816326,0.00665582,0.00449525,0,0,0
70,0.00683293,0.00357567,0.00620791,0.0105944,0.00801038,0.00978415,0.00744475,0.00739354,0.00318862,0.00931708,0.00222047,0.00465491,0,0.011152,0.0103882,0.0140648,0.0024774,0.00550977,0.00926067,0.00919895,0.0082704,0.00335728,0.0104116,0.0108866,0,0,0,0.00754013,0.00411359,0.00531804,0.00745174,0.0103894,0.00625703,0.00526491,0.00612132,0.0031937,0.00584658,0.00613078,0,0.00388967,0.00713701,0.0187646,0.00661935,0.00658147,0.00551158,0.0060991,0.00853522,0.00607491,0.00816369,0.00468246,0.00429568,0,0,0
71,0.00654435,0.00353854,0.00661955,0.010407,0.00758459,0.0110083,0.00823639,0.00502201,0.00484091,0.00914167,0.000562435,0.00304544,0,0.0102317,0.00825092,0.0119282,0.0035755,0.00340486,0.00764665,0.00765663,0.006577,0.00379785,0.00973244,0.0105393,0,0,0,0.00785148,0.00401019,0.00522115,0.00749666,0.0101739,0.00880151,0.00704394,0.00454357,0.00306325,0.00601306,0.00463883,0,0.0041998,0.00596178,0.0158827,0.00696171,0.00671149,0.00612125,0.00575642,0.0101292,0,0.00814157,0.00282096,0.00396957,0,0,0
72,0.0064234,0.00368675,0.00694502,0.0102241,0.00701947,0.0119864,0.00858056,0.00347631,0.00605603,0.00902154,0.00146385,0.00186531,0,0.00939673,0.00685561,0.010645,0.00733616,0.00347539,0.00609123,0.00627519,0.00564153,0.00433505,0.00877163,0.0103393,0,0,0,0.00796666,0.00436985,0.00522171,0.0076458,0.0107592,0.0112379,0.00849535,0.00565344,0,0.00531005,0.00647874,0,0.00448585,0.00574479,0.0136686,0.00711615,0.00665095,0.00696454,0.00579292,0.0110077,0,0.00819955,0.00184637,0.0035899,0,0,0
73,0.00648413,0.0040382,0.00689379,0.0103279,0.00524194,0.0127669,0.00871414,0.00297371,0.00693265,0.00891583,0.00233142,0.00129407,0,0.00852202,0.00595317,0.0104515,0.0106016,0.00570419,0.0046822,0.0053172,0.00524041,0.00477828,0.0077232,0.0103458,0,0,0,0.00726609,0.00507181,0.00572096,0.00751197,0.0111708,0.0139429,0.00972024,0.00871717,0,0.0109223,0.0125576,0,0.00482897,0.00594221,0.0120938,0.0076994,0.00663801,0.0073247,0.00608184,0.0116741,0.0109309,0.00796887,0.00244989,0.0031932,0,0,0
74,0.00670157,0.00485177,0.00684295,0.00949698,0.00595368,0.0134278,0.00886473,0.00314295,0.00744588,0.00889828,0.00284132,0.00123626,0,0.00806717,0.00499234,0.0108835,0.0128197,0.00889838,0.00361685,0.00476346,0.00524538,0.0049774,0.00651803,0.00956012,0,0,0,0.00812942,0.00537826,0.00505523,0.00764848,0.0118749,0.0168478,0.0104661,0.008874,0.00885635,0.0151168,0.0152496,0,0.00491156,0.0065917,0.0110864,0.00898869,0.00694098,0.0077078,0.00680566,0.0122821,0,0.00797065,0.00445979,0.0026268,0,0,0
75,0.00667309,0.00550286,0.00699596,0.0088955,0.00499935,0.01408,0.00929496,0.00368265,0.00758908,0.00908456,0.00299624,0.00149617,0,0.00755521,0.00400626,0.0115141,0.0138333,0.0122708,0.00287647,0.00457982,0.00541245,0.00490093,0.00545505,0.0092006,0,0,0,0.00798499,0.00553592,0.0048184,0.00766372,0.0119475,0.0189278,0.0113935,0.0113283,0.0104909,0.0170599,0.0186097,0,0.00502967,0.00810025,0.0103122,0.0104788,0.00751465,0.007237,0.00698095,0.012746,0.0169157,0.00775566,0.00656614,0.00209099,0,0,0
76,0.00646758,0.00533658,0.00733893,0.00899007,0.00337619,0.0149448,0.0104474,0.00378299,0.00750598,0.00934849,0.00299801,0.00185807,0,0.00663799,0.00231927,0.0106231,0.0140887,0.0147734,0.00295409,0.00530545,0.00634162,0.00452918,0.00416198,0.00922736,0,0,0,0.00759359,0.00548406,0.00466556,0.00771901,0.0116496,0.0218892,0.00948228,0.00999779,0.00765881,0.0147413,0.0171192,0,0.00501224,0.00886667,0.00870887,0.0130215,0.00902328,0.00655082,0.00909521,0.0157299,0.0146245,0.00732092,0.00748327,0.00253248,0,0,0
77,0.00632061,0.00599821,0.00721786,0.00803147,0.00284292,0.0156107,0.0113836,0.00429959,0.00713105,0.00946371,0.00283144,0.0026459,0,0.00622087,0.00206874,0.0103961,0.0141429,0.0164737,0.00285738,0.00505077,0.00630842,0.00434646,0.0035844,0.00886818,0,0,0,0.00744809,0.00593336,0.00438862,0.00761896,0.0116486,0.0221599,0.0105347,0.0105189,0.00712417,0.0143759,0.0173551,0,0.00497602,0.0110254,0.00874577,0.0134658,0.00955912,0.00587758,0.00873187,0.0157482,0.014184,0.00728132,0.0083906,0.00329099,0,0,0
78,0.00631771,0.00712201,0.00725628,0.00651175,0.00230994,0.0164829,0.0119755,0.00555874,0.00708665,0.00981677,0.00286128,0.00337857,0,0.00636859,0.00313957,0.0109103,0.0141637,0.0171305,0.00198424,0.00407958,0.00551225,0.00428303,0.00307289,0.00814114,0,0,0,0.00723571,0.00661476,0.00454326,0.00702535,0.0122673,0.0212767,0.0119418,0.0116118,0.00798742,0.013913,0.0171891,0,0.00429896,0.0134488,0.0103089,0.0128891,0.0096516,0.00587573,0.00752994,0.0141185,0.0136944,0.00737918,0.00917008,0.00461053,0,0,0
79,0.00661788,0.00840621,0.00687096,0.00531967,0.00408802,0.0174281,0.0129786,0.00685583,0.00705904,0.0100908,0.00286488,0.00391322,0,0.00670723,0.00349103,0.0105705,0.0148267,0.0175504,0.00170398,0.00419709,0.00528609,0.00410922,0.00302129,0.00799057,0,0,0,0.00922111,0.00607102,0.00335952,0.00837433,0.0125994,0.0213316,0.0118556,0.0112758,0.00749464,0.0118265,0.0149753,0,0.00527582,0.0144956,0.011594,0.0131746,0.0103607,0.0057365,0.00728802,0.0132193,0.0117322,0.00738186,0.00818016,0.00596014,0,0,0
80,0.00603299,0.00910631,0.00696588,0.00413843,0.00421982,0.0181124,0.0139336,0.00814031,0.00692421,0.0102892,0.00255162,0.00461367,0,0.00614032,0.00432405,0.0102223,0.0156264,0.0175204,0.00165706,0.00432712,0.00511259,0.00402162,0.00289521,0.00758762,0,0,0,0.00906263,0.00617367,0.00327345,0.00816468,0.0128221,0.0206934,0.0110954,0.0101231,0.00645429,0.00899898,0.011935,0,0.00509509,0.0145772,0.0128182,0.0134748,0.0115473,0.0052191,0.00720855,0.0121021,0.00915787,0.0071747,0.00753182,0.00685593,0,0,0
81,0.00544324,0.00869544,0.007768,0.00286805,0.00252842,0.0183798,0.0151112,0.00930652,0.00659587,0.0101115,0.00227574,0.0052246,0,0.00505048,0.0053346,0.00978926,0.0163161,0.0171954,0.00175214,0.0044292,0.00500812,0.00407275,0.00184894,0.00730468,0,0,0,0.00635216,0.00712187,0.00396768,0.00684575,0.0126029,0.0194313,0.00968429,0.00837878,0.00508225,0.00584069,0.00849347,0,0.00311205,0.0136406,0.0135986,0.0137763,0.0132565,0.00500512,0.0075924,0.0114108,0.00637859,0.00672609,0.00753502,0.00720418,0,0,0
82,0.00538753,0.00897557,0.00806542,0.00167281,0.00288418,0.0188917,0.0162279,0.0108019,0.00676061,0.0102172,0.00220415,0.00519896,0,0.0047813,0.00620937,0.00956759,0.0166138,0.0169892,0.00186595,0.00457783,0.00524006,0.00397893,0.00201772,0.00723497,0,0,0,0.00595719,0.0070496,0.00350275,0.00696388,0.0129208,0.0177823,0.00962373,0.00792491,0.00471301,0.00532201,0.00748404,0,0.00272942,0.0118896,0.0139329,0.0132055,0.0141279,0.00432438,0.00679112,0.0101991,0.00571753,0.00651985,0.00657081,0.00775141,0,0,0
83,0.00540819,0.00893267,0.00826073,0.000821297,0.00352832,0.01932,0.0172443,0.0122876,0.00695001,0.0106287,0.00211846,0.00502476,0,0.00457026,0.00709026,0.00955183,0.0166133,0.0169415,0.00202734,0.00500767,0.00542172,0.00394238,0.00258435,0.00715856,0,0,0,0.00519142,0.00704892,0.0031354,0.0070219,0.0131328,0.015987,0.00946756,0.00766809,0.0044558,0.00567382,0.00760107,0,0.0019333,0.00933314,0.0131033,0.012318,0.014624,0.00383996,0.00619467,0.00923033,0.00558579,0.00626527,0.00564464,0.00838962,0,0,0
84,0.00581668,0.00866926,0.00851814,0.00135223,0.00413846,0.0194197,0.0177657,0.0136993,0.0072375,0.0106691,0.00198667,0.00486138,0,0.00446715,0.00805792,0.00993763,0.0164243,0.0170969,0.00234492,0.00553893,0.00555048,0.0040942,0.00343999,0.00688213,0,0,0,0.00485304,0.00728753,0.00288752,0.00701833,0.0131776,0.0142209,0.00930445,0.00776313,0.00428395,0.00594276,0.00808031,0,0.00133604,0.00672622,0.0110718,0.011656,0.0145968,0.0036877,0.00607336,0.00851345,0.00566742,0.00602158,0.00517302,0.00900658,0,0,0
85,0.00645454,0.00828899,0.00908888,0.00244746,0.0047109,0.0193956,0.0180263,0.0150565,0.0075703,0.010329,0.00197151,0.0042361,0,0.00432158,0.00941616,0.01063,0.0159794,0.0172859,0.00311091,0.00623732,0.00589223,0.00447376,0.00427645,0.00683705,0,0,0,0.00423381,0.00763058,0.00278417,0.00698337,0.0131455,0.012739,0.00927753,0.00872598,0.00478693,0.00556628,0.00596861,0,0.000525431,0.00532554,0.00890601,0.0114497,0.0139369,0.00362286,0.00619947,0.00817355,0.00529411,0.00571149,0.00540074,0.00957678,0,0,0
86,0.00720975,0.00746828,0.0101963,0.0035915,0.00560544,0.0194383,0.0183683,0.0163877,0.00815634,0.00976255,0.00237348,0.00300033,0,0.00411842,0.0119748,0.0118018,0.0152546,0.0173795,0.00417098,0.00745329,0.00663363,0.00490398,0.00504473,0.00703747,0,0,0,0.00361986,0.00775467,0.00266978,0.00692942,0.0133329,0.0117357,0.00939641,0.00847694,0.00532926,0.00641419,0,0,0.000387284,0.00519609,0.00876913,0.0114494,0.013141,0.00354824,0.00623682,0.00830153,0.00669679,0.00528007,0.00620293,0.0102877,0,0,0
87,0.00792439,0.00619175,0.0110246,0.00469403,0.00573346,0.0193475,0.0191513,0.0176833,0.00869742,0.00913516,0.00315921,0.00149851,0,0.00402999,0.0137344,0.0131179,0.0147001,0.0177305,0.00502758,0.00905382,0.00750034,0.00506439,0.00566191,0.00751944,0,0,0,0.00308689,0.00753558,0.00257145,0.00667576,0.0148706,0.0116072,0.00978001,0.00434912,0.00551274,0.00964749,0,0,0.00111993,0.00532304,0.0105945,0.0115923,0.0130331,0.00420083,0.00624545,0.00890377,0.0116707,0.00476739,0.00748511,0.0110251,0,0,0
88,0.00861789,0.00452702,0.0121234,0.00580391,0.00562304,0.0191943,0.019643,0.0187765,0.00910503,0.00838798,0.00403154,0.00104469,0,0.00407678,0.0148138,0.014459,0.0144202,0.018375,0.00564776,0.0106885,0.00850798,0.00511744,0.00609266,0.00819933,0,0,0,0.00262634,0.00654702,0.00253718,0.00636816,0.0173962,0.013091,0.00934912,0.00281033,0.0113569,0.0153068,0.0240114,0,0.00188699,0.00625406,0.0115839,0.0112155,0.0133298,0.003705,0.00722989,0.0112086,0.0134006,0.00420081,0.00925194,0.0119022,0,0,0
89,0.00864392,0.00397629,0.0117288,0.00665018,0.00530211,0.0189098,0.0190315,0.0194395,0.00916886,0.0078625,0.00440966,0.00164862,0,0.00408871,0.0165606,0.0143165,0.0144288,0.0195025,0.00641388,0.0116315,0.00962621,0.00501835,0.00648202,0.00846482,0,0,0,0.00228082,0.00679546,0.00256904,0.00607186,0,0.0109523,0.00903446,0,0.0139288,0,0,0,0.00245888,0.00557069,0.0115699,0.00967362,0.0149175,0.00791039,0.00779478,0.0119328,0.0193586,0.00359572,0.0116052,0.0120701,0,0,0
90,0.00911647,0.00499147,0.0122175,0.00678325,0.00540259,0.0185032,0.0190601,0.020125,0.00942293,0.00735757,0.00505371,0.00279824,0,0.00440675,0.0181863,0.0151651,0.0141576,0.0201041,0.00750367,0.0131382,0.0109431,0.00515471,0.00693159,0.00907397,0,0,0,0.00219669,0.00684276,0.00271918,0.0058291,0.0190316,0.012408,0.00836766,0.00977199,0,0,0,0,0.00300972,0.00760989,0.0109723,0.0106233,0.0157109,0.00709686,0.00508081,0.01284,0.0238719,0.00305633,0.013947,0.012724,0,0,0
91,0.00952715,0.00672154,0.0126216,0.00569104,0.00693331,0.0180763,0.0195058,0.0205837,0.00949716,0.00693089,0.005627,0.00385017,0,0.00493317,0.0188826,0.0161027,0.0141303,0.0199736,0.0087908,0.0145339,0.0121265,0.00537812,0.00876846,0.0100525,0,0,0,0.00302327,0.00720739,0.0031127,0.00555106,0.0171252,0.014325,0.00748609,0.00402871,0.0190754,0.0161641,0.0259442,0,0.00365613,0.00840259,0.00864587,0.0115578,0.0159477,0.00437257,0.00500329,0.0179908,0,0.00272958,0.016759,0.0132325,0,0,0
92,0.00928296,0.0108743,0.0125282,0.00678315,0.0101739,0.0177906,0.0201313,0.0210168,0.00938043,0.00679401,0.00598897,0.00447932,0,0.0057396,0.0167084,0.0166539,0.0145638,0.0207191,0.00974302,0.0153343,0.0130919,0.00533509,0.00955536,0.0106421,0,0,0,0.00539154,0.00681313,0.00425175,0.00545571,0.0163282,0.0147671,0.00916534,0.0042455,0.0199455,0.0156195,0.0256028,0,0.00510551,0.00683961,0.0060084,0.0120048,0.0160861,0.00540806,0.00272644,0.0182182,0,0.00263723,0.0197878,0.0130228,0,0,0
93,0.00841427,0.0145286,0.0122673,0.00688819,0.0129873,0.0170576,0.0213366,0.0206908,0.00865105,0.00658147,0.00573454,0.004308,0,0.00679319,0.0146702,0.0163784,0.0152556,0.0212815,0.00932272,0.0147479,0.013809,0.00469057,0.012438,0.0105506,0,0,0,0.00715102,0.00617919,0.00505957,0.00554411,0.016107,0.0114275,0.0108821,0.00648966,0,0,0,0,0.00593779,0.00554028,0.00378609,0.0108512,0.015969,0.00859569,0.00396767,0.0135047,0,0.0029724,0.0233298,0.0121971,0,0,0
